group group.name disease flag n.target n.disease n.overlap s
DB00775 Tirofiban hyperinsulinism False 2 26 0 NA
DB00775 Tirofiban diabetes.mellitus.type.2 False 2 72 0 NA
DB00775 Tirofiban arteriosclerosis False 2 38 0 NA
DB00775 Tirofiban gastroenteritis False 2 122 0 NA
DB00775 Tirofiban liver.cirrhosis False 2 24 0 NA
DB00775 Tirofiban parkinson.disease False 2 30 0 NA
DB00775 Tirofiban lupus.erythematosus.systemic False 2 75 0 NA
DB00775 Tirofiban anemia.hemolytic False 2 29 0 NA
DB00775 Tirofiban lymphoma False 2 24 0 NA
DB00775 Tirofiban colitis.ulcerative False 2 55 0 NA
DB00775 Tirofiban malabsorption.syndromes False 2 34 0 NA
DB00775 Tirofiban colitis False 2 55 0 NA
DB00775 Tirofiban anemia False 2 58 0 NA
DB00775 Tirofiban sarcoma False 2 25 0 NA
DB00775 Tirofiban multiple.sclerosis False 2 69 0 NA
DB00775 Tirofiban coronary.disease True 2 37 0 NA
DB00775 Tirofiban lymphoma.non.hodgkin False 2 22 0 NA
DB00775 Tirofiban hematologic.diseases False 2 188 2 NA
DB00775 Tirofiban skin.diseases False 2 278 0 NA
DB00775 Tirofiban blood.coagulation.disorders False 2 40 2 NA
DB00775 Tirofiban cardiovascular.diseases False 2 330 0 NA
DB00775 Tirofiban amyotrophic.lateral.sclerosis False 2 21 0 NA
DB00775 Tirofiban cardiomyopathy.dilated False 2 29 0 NA
DB00775 Tirofiban lung.diseases False 2 71 0 NA
DB00775 Tirofiban bacterial.infections False 2 26 0 NA
DB00775 Tirofiban diabetes.mellitus.type.1 False 2 82 0 NA
DB00775 Tirofiban arthritis.rheumatoid False 2 42 0 NA
DB00775 Tirofiban liver.cirrhosis.biliary False 2 23 0 NA
DB00775 Tirofiban coronary.artery.disease False 2 31 0 NA
DB00775 Tirofiban leukemia.lymphoid False 2 66 0 NA
DB00775 Tirofiban arterial.occlusive.diseases False 2 44 0 NA
DB00775 Tirofiban heart.diseases False 2 167 0 NA
DB00678 Losartan bone.diseases.metabolic False 1 27 0 NA
DB00678 Losartan colorectal.neoplasms False 1 42 0 NA
DB00678 Losartan eye.diseases False 1 231 0 NA
DB00678 Losartan collagen.diseases False 1 25 0 NA
DB00678 Losartan leukemia.myeloid.acute False 1 43 0 0.0515151515152
DB00678 Losartan kidney.diseases True 1 144 1 0.0484848484848
DB00678 Losartan epilepsy False 1 25 0 0.0560747663551
DB00678 Losartan joint.diseases False 1 79 0 0.0453172205438
DB00678 Losartan vascular.diseases False 1 181 0 0.0581039755352
DB00678 Losartan neuroendocrine.tumors False 1 24 0 NA
DB00678 Losartan parkinsonian.disorders False 1 31 0 0.0453172205438
DB00678 Losartan hypopigmentation False 1 22 0 NA
DB00678 Losartan intestinal.neoplasms False 1 42 0 NA
DB00678 Losartan thyroid.diseases False 1 30 0 NA
DB00678 Losartan diabetes.mellitus False 1 162 0 0.059375
DB00678 Losartan dementia False 1 42 0 0.0483383685801
DB00678 Losartan mycobacterium.infections False 1 22 0 NA
DB00678 Losartan arrhythmias.cardiac False 1 30 0 0.0560747663551
DB00678 Losartan prostatic.neoplasms False 1 61 0 0.059748427673
DB00678 Losartan head.and.neck.neoplasms False 1 35 0 0.0552147239264
DB00678 Losartan inflammatory.bowel.diseases False 1 119 0 0.0530973451327
DB00678 Losartan gastrointestinal.neoplasms False 1 72 0 0.0527950310559
DB00678 Losartan asthma False 1 36 0 0.0591900311526
DB00678 Losartan alzheimer.disease False 1 29 0 0.0451807228916
DB00678 Losartan metabolism.inborn.errors False 1 289 1 NA
DB00678 Losartan macular.degeneration False 1 44 0 NA
DB00678 Losartan breast.neoplasms False 1 40 0 0.0648148148148
DB00678 Losartan hypersensitivity False 1 45 0 0.0636363636364
DB00678 Losartan adenocarcinoma False 1 32 0 0.0513595166163
DB00678 Losartan bone.diseases False 1 144 0 NA
DB00678 Losartan insulin.resistance False 1 26 0 0.059375
DB00678 Losartan motor.neuron.disease False 1 31 0 NA
DB00678 Losartan crohn.disease False 1 71 0 0.0407523510972
DB00678 Losartan endocrine.system.diseases False 1 291 0 0.0386904761905
DB00678 Losartan keratosis False 1 21 0 NA
DB00678 Losartan psoriasis False 1 54 0 0.0412979351032
DB00678 Losartan varicose.veins False 1 20 0 NA
DB00678 Losartan spinal.cord.diseases False 1 59 0 NA
DB00678 Losartan neoplasms False 1 482 0 0.0527950310559
DB00678 Losartan rheumatic.diseases False 1 59 0 NA
DB00678 Losartan pancreatic.diseases False 1 24 0 NA
DB00678 Losartan myocardial.ischemia False 1 43 0 NA
DB00678 Losartan autoimmune.diseases False 1 243 0 NA
DB00678 Losartan kidney.neoplasms False 1 20 0 NA
DB00678 Losartan arthritis False 1 76 0 0.0776699029126
DB00678 Losartan leukemia False 1 117 0 0.0527950310559
DB00678 Losartan hyperinsulinism False 1 26 0 NA
DB00678 Losartan diabetes.mellitus.type.2 True 1 72 0 0.059375
DB00678 Losartan arteriosclerosis False 1 38 0 0.028818443804
DB00678 Losartan gastroenteritis False 1 122 0 NA
DB00678 Losartan liver.cirrhosis False 1 24 0 0.0557275541796
DB00678 Losartan parkinson.disease False 1 30 0 0.0586419753086
DB00678 Losartan lupus.erythematosus.systemic False 1 75 0 0.0365853658537
DB00678 Losartan anemia.hemolytic False 1 29 0 NA
DB00678 Losartan lymphoma False 1 24 0 0.0515151515152
DB00678 Losartan colitis.ulcerative False 1 55 0 0.0530973451327
DB00678 Losartan malabsorption.syndromes False 1 34 0 NA
DB00678 Losartan colitis False 1 55 0 0.0530973451327
DB00678 Losartan anemia False 1 58 0 0.0361445783133
DB00678 Losartan sarcoma False 1 25 0 0.0332326283988
DB00678 Losartan multiple.sclerosis False 1 69 0 0.0515151515152
DB00678 Losartan coronary.disease False 1 37 0 0.0547112462006
DB00678 Losartan lymphoma.non.hodgkin False 1 22 0 0.0515151515152
DB00678 Losartan hematologic.diseases False 1 188 0 NA
DB00678 Losartan skin.diseases False 1 278 0 0.0519877675841
DB00678 Losartan blood.coagulation.disorders False 1 40 0 0.0371517027864
DB00678 Losartan cardiovascular.diseases False 1 330 0 0.0547112462006
DB00678 Losartan amyotrophic.lateral.sclerosis False 1 21 0 NA
DB00678 Losartan cardiomyopathy.dilated False 1 29 0 NA
DB00678 Losartan lung.diseases False 1 71 0 NA
DB00678 Losartan bacterial.infections False 1 26 0 0.042042042042
DB00678 Losartan diabetes.mellitus.type.1 False 1 82 0 NA
DB00678 Losartan arthritis.rheumatoid False 1 42 0 0.0776699029126
DB00678 Losartan liver.cirrhosis.biliary False 1 23 0 NA
DB00678 Losartan coronary.artery.disease False 1 31 0 0.0547112462006
DB00678 Losartan leukemia.lymphoid False 1 66 0 NA
DB00678 Losartan arterial.occlusive.diseases False 1 44 0 0.0416666666667
DB00678 Losartan heart.diseases False 1 167 0 NA
DB01169 Arsenic.trioxide bone.diseases.metabolic False 7 27 0 NA
DB01169 Arsenic.trioxide colorectal.neoplasms False 7 42 1 NA
DB01169 Arsenic.trioxide eye.diseases False 7 231 0 NA
DB01169 Arsenic.trioxide collagen.diseases False 7 25 0 NA
DB01169 Arsenic.trioxide leukemia.myeloid.acute True 7 43 0 NA
DB01169 Arsenic.trioxide kidney.diseases False 7 144 1 NA
DB01169 Arsenic.trioxide epilepsy False 7 25 0 NA
DB01169 Arsenic.trioxide joint.diseases False 7 79 0 NA
DB01169 Arsenic.trioxide vascular.diseases False 7 181 1 NA
DB01169 Arsenic.trioxide neuroendocrine.tumors False 7 24 0 NA
DB01169 Arsenic.trioxide parkinsonian.disorders False 7 31 0 NA
DB01169 Arsenic.trioxide hypopigmentation False 7 22 0 NA
DB01169 Arsenic.trioxide intestinal.neoplasms False 7 42 1 NA
DB01169 Arsenic.trioxide thyroid.diseases False 7 30 0 NA
DB01169 Arsenic.trioxide diabetes.mellitus False 7 162 0 NA
DB01169 Arsenic.trioxide dementia False 7 42 0 NA
DB01169 Arsenic.trioxide mycobacterium.infections False 7 22 0 NA
DB01169 Arsenic.trioxide arrhythmias.cardiac False 7 30 0 NA
DB01169 Arsenic.trioxide prostatic.neoplasms False 7 61 0 NA
DB01169 Arsenic.trioxide head.and.neck.neoplasms False 7 35 1 NA
DB01169 Arsenic.trioxide inflammatory.bowel.diseases False 7 119 0 NA
DB01169 Arsenic.trioxide gastrointestinal.neoplasms False 7 72 1 NA
DB01169 Arsenic.trioxide asthma False 7 36 0 NA
DB01169 Arsenic.trioxide alzheimer.disease False 7 29 0 NA
DB01169 Arsenic.trioxide metabolism.inborn.errors False 7 289 0 NA
DB01169 Arsenic.trioxide macular.degeneration False 7 44 0 NA
DB01169 Arsenic.trioxide breast.neoplasms False 7 40 2 NA
DB01169 Arsenic.trioxide hypersensitivity False 7 45 0 NA
DB01169 Arsenic.trioxide adenocarcinoma False 7 32 1 NA
DB01169 Arsenic.trioxide bone.diseases False 7 144 1 NA
DB01169 Arsenic.trioxide insulin.resistance False 7 26 0 NA
DB01169 Arsenic.trioxide motor.neuron.disease False 7 31 0 NA
DB01169 Arsenic.trioxide crohn.disease False 7 71 0 NA
DB01169 Arsenic.trioxide endocrine.system.diseases False 7 291 2 NA
DB01169 Arsenic.trioxide keratosis False 7 21 0 NA
DB01169 Arsenic.trioxide psoriasis False 7 54 0 NA
DB01169 Arsenic.trioxide varicose.veins False 7 20 0 NA
DB01169 Arsenic.trioxide spinal.cord.diseases False 7 59 0 NA
DB01169 Arsenic.trioxide neoplasms False 7 482 2 NA
DB01169 Arsenic.trioxide rheumatic.diseases False 7 59 0 NA
DB01169 Arsenic.trioxide pancreatic.diseases False 7 24 0 NA
DB01169 Arsenic.trioxide myocardial.ischemia False 7 43 0 NA
DB01169 Arsenic.trioxide autoimmune.diseases False 7 243 1 NA
DB01169 Arsenic.trioxide kidney.neoplasms False 7 20 1 NA
DB01169 Arsenic.trioxide arthritis False 7 76 0 NA
DB01169 Arsenic.trioxide leukemia True 7 117 0 NA
DB01169 Arsenic.trioxide hyperinsulinism False 7 26 0 NA
DB01169 Arsenic.trioxide diabetes.mellitus.type.2 False 7 72 0 NA
DB01169 Arsenic.trioxide arteriosclerosis False 7 38 0 NA
DB01169 Arsenic.trioxide gastroenteritis False 7 122 0 NA
DB01169 Arsenic.trioxide liver.cirrhosis False 7 24 0 NA
DB01169 Arsenic.trioxide parkinson.disease False 7 30 0 NA
DB01169 Arsenic.trioxide lupus.erythematosus.systemic False 7 75 0 NA
DB01169 Arsenic.trioxide anemia.hemolytic False 7 29 0 NA
DB01169 Arsenic.trioxide lymphoma False 7 24 1 NA
DB01169 Arsenic.trioxide colitis.ulcerative False 7 55 0 NA
DB01169 Arsenic.trioxide malabsorption.syndromes False 7 34 0 NA
DB01169 Arsenic.trioxide colitis False 7 55 0 NA
DB01169 Arsenic.trioxide anemia False 7 58 0 NA
DB01169 Arsenic.trioxide sarcoma False 7 25 0 NA
DB01169 Arsenic.trioxide multiple.sclerosis False 7 69 1 NA
DB01169 Arsenic.trioxide coronary.disease False 7 37 0 NA
DB01169 Arsenic.trioxide lymphoma.non.hodgkin False 7 22 1 NA
DB01169 Arsenic.trioxide hematologic.diseases False 7 188 1 NA
DB01169 Arsenic.trioxide skin.diseases False 7 278 2 NA
DB01169 Arsenic.trioxide blood.coagulation.disorders False 7 40 0 NA
DB01169 Arsenic.trioxide cardiovascular.diseases False 7 330 1 NA
DB01169 Arsenic.trioxide amyotrophic.lateral.sclerosis False 7 21 0 NA
DB01169 Arsenic.trioxide cardiomyopathy.dilated False 7 29 0 NA
DB01169 Arsenic.trioxide lung.diseases False 7 71 0 NA
DB01169 Arsenic.trioxide bacterial.infections False 7 26 0 NA
DB01169 Arsenic.trioxide diabetes.mellitus.type.1 False 7 82 0 NA
DB01169 Arsenic.trioxide arthritis.rheumatoid False 7 42 0 NA
DB01169 Arsenic.trioxide liver.cirrhosis.biliary False 7 23 0 NA
DB01169 Arsenic.trioxide coronary.artery.disease False 7 31 0 NA
DB01169 Arsenic.trioxide leukemia.lymphoid False 7 66 0 NA
DB01169 Arsenic.trioxide arterial.occlusive.diseases False 7 44 0 NA
DB01169 Arsenic.trioxide heart.diseases False 7 167 0 NA
DB00674 Galantamine bone.diseases.metabolic False 14 27 0 NA
DB00674 Galantamine colorectal.neoplasms False 14 42 0 NA
DB00674 Galantamine eye.diseases False 14 231 0 NA
DB00674 Galantamine collagen.diseases False 14 25 0 NA
DB00674 Galantamine leukemia.myeloid.acute False 14 43 0 0.246527777778
DB00674 Galantamine kidney.diseases False 14 144 0 0.105263157895
DB00674 Galantamine epilepsy False 14 25 3 0.0956790123457
DB00674 Galantamine joint.diseases False 14 79 0 0.138364779874
DB00674 Galantamine vascular.diseases False 14 181 0 0.107033639144
DB00674 Galantamine neuroendocrine.tumors False 14 24 0 NA
DB00674 Galantamine parkinsonian.disorders False 14 31 0 0.0483383685801
DB00674 Galantamine hypopigmentation False 14 22 0 NA
DB00674 Galantamine intestinal.neoplasms False 14 42 0 NA
DB00674 Galantamine thyroid.diseases False 14 30 0 NA
DB00674 Galantamine diabetes.mellitus False 14 162 0 0.275985663082
DB00674 Galantamine dementia False 14 42 0 0.0884146341463
DB00674 Galantamine mycobacterium.infections False 14 22 0 NA
DB00674 Galantamine arrhythmias.cardiac False 14 30 0 0.194539249147
DB00674 Galantamine prostatic.neoplasms False 14 61 0 0.145962732919
DB00674 Galantamine head.and.neck.neoplasms False 14 35 0 0.153333333333
DB00674 Galantamine inflammatory.bowel.diseases False 14 119 0 0.23569023569
DB00674 Galantamine gastrointestinal.neoplasms False 14 72 0 0.0780780780781
DB00674 Galantamine asthma False 14 36 0 0.217543859649
DB00674 Galantamine alzheimer.disease True 14 29 0 0.0884146341463
DB00674 Galantamine metabolism.inborn.errors False 14 289 0 NA
DB00674 Galantamine macular.degeneration False 14 44 0 NA
DB00674 Galantamine breast.neoplasms False 14 40 0 0.152597402597
DB00674 Galantamine hypersensitivity False 14 45 0 0.219594594595
DB00674 Galantamine adenocarcinoma False 14 32 0 0.0948012232416
DB00674 Galantamine bone.diseases False 14 144 0 NA
DB00674 Galantamine insulin.resistance False 14 26 0 0.114551083591
DB00674 Galantamine motor.neuron.disease False 14 31 0 NA
DB00674 Galantamine crohn.disease False 14 71 0 0.0814332247557
DB00674 Galantamine endocrine.system.diseases False 14 291 0 0.106382978723
DB00674 Galantamine keratosis False 14 21 0 NA
DB00674 Galantamine psoriasis False 14 54 0 0.0684523809524
DB00674 Galantamine varicose.veins False 14 20 0 NA
DB00674 Galantamine spinal.cord.diseases False 14 59 0 NA
DB00674 Galantamine neoplasms False 14 482 1 0.106707317073
DB00674 Galantamine rheumatic.diseases False 14 59 0 NA
DB00674 Galantamine pancreatic.diseases False 14 24 0 NA
DB00674 Galantamine myocardial.ischemia False 14 43 0 NA
DB00674 Galantamine autoimmune.diseases False 14 243 2 NA
DB00674 Galantamine kidney.neoplasms False 14 20 0 NA
DB00674 Galantamine arthritis False 14 76 0 0.138364779874
DB00674 Galantamine leukemia False 14 117 0 0.246527777778
DB00674 Galantamine hyperinsulinism False 14 26 0 NA
DB00674 Galantamine diabetes.mellitus.type.2 False 14 72 0 0.275985663082
DB00674 Galantamine arteriosclerosis False 14 38 0 0.0457317073171
DB00674 Galantamine gastroenteritis False 14 122 0 NA
DB00674 Galantamine liver.cirrhosis False 14 24 0 0.0593471810089
DB00674 Galantamine parkinson.disease False 14 30 0 0.0948012232416
DB00674 Galantamine lupus.erythematosus.systemic False 14 75 0 0.0584615384615
DB00674 Galantamine anemia.hemolytic False 14 29 0 NA
DB00674 Galantamine lymphoma False 14 24 0 0.246527777778
DB00674 Galantamine colitis.ulcerative False 14 55 0 0.23569023569
DB00674 Galantamine malabsorption.syndromes False 14 34 0 NA
DB00674 Galantamine colitis False 14 55 0 0.23569023569
DB00674 Galantamine anemia False 14 58 0 0.0484848484848
DB00674 Galantamine sarcoma False 14 25 0 0.0780780780781
DB00674 Galantamine multiple.sclerosis False 14 69 0 0.146496815287
DB00674 Galantamine coronary.disease False 14 37 0 0.10736196319
DB00674 Galantamine lymphoma.non.hodgkin False 14 22 0 0.246527777778
DB00674 Galantamine hematologic.diseases False 14 188 0 NA
DB00674 Galantamine skin.diseases False 14 278 0 0.0788643533123
DB00674 Galantamine blood.coagulation.disorders False 14 40 0 0.0779220779221
DB00674 Galantamine cardiovascular.diseases False 14 330 0 0.0978593272171
DB00674 Galantamine amyotrophic.lateral.sclerosis False 14 21 0 NA
DB00674 Galantamine cardiomyopathy.dilated False 14 29 0 NA
DB00674 Galantamine lung.diseases False 14 71 1 NA
DB00674 Galantamine bacterial.infections False 14 26 0 0.21875
DB00674 Galantamine diabetes.mellitus.type.1 False 14 82 0 NA
DB00674 Galantamine arthritis.rheumatoid False 14 42 0 0.138364779874
DB00674 Galantamine liver.cirrhosis.biliary False 14 23 0 NA
DB00674 Galantamine coronary.artery.disease False 14 31 0 0.0978593272171
DB00674 Galantamine leukemia.lymphoid False 14 66 0 NA
DB00674 Galantamine arterial.occlusive.diseases False 14 44 0 0.0838323353293
DB00674 Galantamine heart.diseases False 14 167 0 NA
DB00675 Tamoxifen bone.diseases.metabolic False 2 27 0 NA
DB00675 Tamoxifen colorectal.neoplasms False 2 42 0 NA
DB00675 Tamoxifen eye.diseases False 2 231 0 NA
DB00675 Tamoxifen collagen.diseases False 2 25 0 NA
DB00675 Tamoxifen leukemia.myeloid.acute False 2 43 0 0.133126934985
DB00675 Tamoxifen kidney.diseases False 2 144 0 0.141065830721
DB00675 Tamoxifen epilepsy False 2 25 0 0.10119047619
DB00675 Tamoxifen joint.diseases False 2 79 0 0.128440366972
DB00675 Tamoxifen vascular.diseases False 2 181 0 0.101492537313
DB00675 Tamoxifen neuroendocrine.tumors False 2 24 0 NA
DB00675 Tamoxifen parkinsonian.disorders False 2 31 0 0.0504731861199
DB00675 Tamoxifen hypopigmentation False 2 22 0 NA
DB00675 Tamoxifen intestinal.neoplasms False 2 42 0 NA
DB00675 Tamoxifen thyroid.diseases False 2 30 0 NA
DB00675 Tamoxifen diabetes.mellitus False 2 162 0 0.171875
DB00675 Tamoxifen dementia False 2 42 0 0.133956386293
DB00675 Tamoxifen mycobacterium.infections False 2 22 0 NA
DB00675 Tamoxifen arrhythmias.cardiac False 2 30 0 0.200743494424
DB00675 Tamoxifen prostatic.neoplasms False 2 61 0 0.173501577287
DB00675 Tamoxifen head.and.neck.neoplasms False 2 35 0 0.0741839762611
DB00675 Tamoxifen inflammatory.bowel.diseases False 2 119 0 0.133333333333
DB00675 Tamoxifen gastrointestinal.neoplasms False 2 72 0 0.115853658537
DB00675 Tamoxifen asthma False 2 36 0 0.130158730159
DB00675 Tamoxifen alzheimer.disease False 2 29 0 0.133956386293
DB00675 Tamoxifen metabolism.inborn.errors False 2 289 0 NA
DB00675 Tamoxifen macular.degeneration False 2 44 0 NA
DB00675 Tamoxifen breast.neoplasms True 2 40 1 0.115853658537
DB00675 Tamoxifen hypersensitivity False 2 45 0 0.121951219512
DB00675 Tamoxifen adenocarcinoma False 2 32 0 0.0993975903614
DB00675 Tamoxifen bone.diseases False 2 144 0 NA
DB00675 Tamoxifen insulin.resistance False 2 26 0 0.146788990826
DB00675 Tamoxifen motor.neuron.disease False 2 31 0 NA
DB00675 Tamoxifen crohn.disease False 2 71 0 0.0764525993884
DB00675 Tamoxifen endocrine.system.diseases False 2 291 0 0.152173913043
DB00675 Tamoxifen keratosis False 2 21 0 NA
DB00675 Tamoxifen psoriasis False 2 54 0 0.0639534883721
DB00675 Tamoxifen varicose.veins False 2 20 0 NA
DB00675 Tamoxifen spinal.cord.diseases False 2 59 0 NA
DB00675 Tamoxifen neoplasms False 2 482 1 0.115853658537
DB00675 Tamoxifen rheumatic.diseases False 2 59 0 NA
DB00675 Tamoxifen pancreatic.diseases False 2 24 0 NA
DB00675 Tamoxifen myocardial.ischemia False 2 43 0 NA
DB00675 Tamoxifen autoimmune.diseases False 2 243 0 NA
DB00675 Tamoxifen kidney.neoplasms False 2 20 0 NA
DB00675 Tamoxifen arthritis False 2 76 0 0.130158730159
DB00675 Tamoxifen leukemia False 2 117 0 0.133126934985
DB00675 Tamoxifen hyperinsulinism False 2 26 0 NA
DB00675 Tamoxifen diabetes.mellitus.type.2 False 2 72 0 0.205211726384
DB00675 Tamoxifen arteriosclerosis False 2 38 0 0.0404624277457
DB00675 Tamoxifen gastroenteritis False 2 122 0 NA
DB00675 Tamoxifen liver.cirrhosis False 2 24 0 0.0664652567976
DB00675 Tamoxifen parkinson.disease False 2 30 0 0.0757097791798
DB00675 Tamoxifen lupus.erythematosus.systemic False 2 75 0 0.054441260745
DB00675 Tamoxifen anemia.hemolytic False 2 29 0 NA
DB00675 Tamoxifen lymphoma False 2 24 0 0.133126934985
DB00675 Tamoxifen colitis.ulcerative False 2 55 0 0.133333333333
DB00675 Tamoxifen malabsorption.syndromes False 2 34 0 NA
DB00675 Tamoxifen colitis False 2 55 0 0.133333333333
DB00675 Tamoxifen anemia False 2 58 0 0.0648967551622
DB00675 Tamoxifen sarcoma False 2 25 0 0.115853658537
DB00675 Tamoxifen multiple.sclerosis False 2 69 0 0.146875
DB00675 Tamoxifen coronary.disease False 2 37 0 0.15
DB00675 Tamoxifen lymphoma.non.hodgkin False 2 22 0 0.133126934985
DB00675 Tamoxifen hematologic.diseases False 2 188 0 NA
DB00675 Tamoxifen skin.diseases False 2 278 1 0.0654761904762
DB00675 Tamoxifen blood.coagulation.disorders False 2 40 0 0.0764525993884
DB00675 Tamoxifen cardiovascular.diseases False 2 330 1 0.127946127946
DB00675 Tamoxifen amyotrophic.lateral.sclerosis False 2 21 0 NA
DB00675 Tamoxifen cardiomyopathy.dilated False 2 29 0 NA
DB00675 Tamoxifen lung.diseases False 2 71 0 NA
DB00675 Tamoxifen bacterial.infections False 2 26 0 0.115853658537
DB00675 Tamoxifen diabetes.mellitus.type.1 False 2 82 0 NA
DB00675 Tamoxifen arthritis.rheumatoid False 2 42 0 0.12893081761
DB00675 Tamoxifen liver.cirrhosis.biliary False 2 23 0 NA
DB00675 Tamoxifen coronary.artery.disease False 2 31 0 0.127946127946
DB00675 Tamoxifen leukemia.lymphoid False 2 66 0 NA
DB00675 Tamoxifen arterial.occlusive.diseases False 2 44 0 0.101492537313
DB00675 Tamoxifen heart.diseases False 2 167 1 NA
DB00672 Chlorpropamide bone.diseases.metabolic False 1 27 0 NA
DB00672 Chlorpropamide colorectal.neoplasms False 1 42 0 NA
DB00672 Chlorpropamide eye.diseases False 1 231 0 NA
DB00672 Chlorpropamide collagen.diseases False 1 25 0 NA
DB00672 Chlorpropamide leukemia.myeloid.acute False 1 43 0 NA
DB00672 Chlorpropamide kidney.diseases False 1 144 0 NA
DB00672 Chlorpropamide epilepsy False 1 25 0 NA
DB00672 Chlorpropamide joint.diseases False 1 79 0 NA
DB00672 Chlorpropamide vascular.diseases False 1 181 0 NA
DB00672 Chlorpropamide neuroendocrine.tumors False 1 24 0 NA
DB00672 Chlorpropamide parkinsonian.disorders False 1 31 0 NA
DB00672 Chlorpropamide hypopigmentation False 1 22 0 NA
DB00672 Chlorpropamide intestinal.neoplasms False 1 42 0 NA
DB00672 Chlorpropamide thyroid.diseases False 1 30 0 NA
DB00672 Chlorpropamide diabetes.mellitus True 1 162 1 NA
DB00672 Chlorpropamide dementia False 1 42 0 NA
DB00672 Chlorpropamide mycobacterium.infections False 1 22 0 NA
DB00672 Chlorpropamide arrhythmias.cardiac False 1 30 0 NA
DB00672 Chlorpropamide prostatic.neoplasms False 1 61 0 NA
DB00672 Chlorpropamide head.and.neck.neoplasms False 1 35 0 NA
DB00672 Chlorpropamide inflammatory.bowel.diseases False 1 119 0 NA
DB00672 Chlorpropamide gastrointestinal.neoplasms False 1 72 0 NA
DB00672 Chlorpropamide asthma False 1 36 0 NA
DB00672 Chlorpropamide alzheimer.disease False 1 29 0 NA
DB00672 Chlorpropamide metabolism.inborn.errors False 1 289 0 NA
DB00672 Chlorpropamide macular.degeneration False 1 44 0 NA
DB00672 Chlorpropamide breast.neoplasms False 1 40 0 NA
DB00672 Chlorpropamide hypersensitivity False 1 45 0 NA
DB00672 Chlorpropamide adenocarcinoma False 1 32 0 NA
DB00672 Chlorpropamide bone.diseases False 1 144 0 NA
DB00672 Chlorpropamide insulin.resistance False 1 26 0 NA
DB00672 Chlorpropamide motor.neuron.disease False 1 31 0 NA
DB00672 Chlorpropamide crohn.disease False 1 71 0 NA
DB00672 Chlorpropamide endocrine.system.diseases False 1 291 1 NA
DB00672 Chlorpropamide keratosis False 1 21 0 NA
DB00672 Chlorpropamide psoriasis False 1 54 0 NA
DB00672 Chlorpropamide varicose.veins False 1 20 0 NA
DB00672 Chlorpropamide spinal.cord.diseases False 1 59 0 NA
DB00672 Chlorpropamide neoplasms False 1 482 0 NA
DB00672 Chlorpropamide rheumatic.diseases False 1 59 0 NA
DB00672 Chlorpropamide pancreatic.diseases False 1 24 1 NA
