group group.name disease flag n.target n.disease n.overlap s
DB00775 Tirofiban autoimmune.diseases False 2 243 0 2.65512104772
DB00775 Tirofiban kidney.neoplasms False 2 20 0 0.930224523199
DB00775 Tirofiban arthritis False 2 76 0 10.877175172
DB00775 Tirofiban leukemia False 2 117 0 4.84542481387
DB00775 Tirofiban hyperinsulinism False 2 26 0 NA
DB00775 Tirofiban diabetes.mellitus.type.2 False 2 72 0 14.4720298551
DB00775 Tirofiban arteriosclerosis False 2 38 0 0.986581034578
DB00775 Tirofiban gastroenteritis False 2 122 0 NA
DB00775 Tirofiban liver.cirrhosis False 2 24 0 1.78032514402
DB00775 Tirofiban parkinson.disease False 2 30 0 3.93173906811
DB00775 Tirofiban lupus.erythematosus.systemic False 2 75 0 5.64316459218
DB00775 Tirofiban anemia.hemolytic False 2 29 0 NA
DB00775 Tirofiban lymphoma False 2 24 0 6.53667358276
DB00775 Tirofiban colitis.ulcerative False 2 55 0 7.45065969929
DB00775 Tirofiban malabsorption.syndromes False 2 34 0 NA
DB00775 Tirofiban colitis False 2 55 0 1.22351688765
DB00775 Tirofiban anemia False 2 58 0 1.90333352138
DB00775 Tirofiban sarcoma False 2 25 0 4.4521543339
DB00775 Tirofiban multiple.sclerosis False 2 69 0 6.95588887961
DB00775 Tirofiban coronary.disease True 2 37 0 134.254589621
DB00775 Tirofiban lymphoma.non.hodgkin False 2 22 0 6.53667358276
DB00775 Tirofiban hematologic.diseases False 2 188 2 2.65512104772
DB00775 Tirofiban skin.diseases False 2 278 0 2.65512104772
DB00775 Tirofiban blood.coagulation.disorders False 2 40 2 4.77128017186
DB00775 Tirofiban cardiovascular.diseases False 2 330 0 3.3967047937
DB00775 Tirofiban amyotrophic.lateral.sclerosis False 2 21 0 NA
DB00775 Tirofiban cardiomyopathy.dilated False 2 29 0 NA
DB00775 Tirofiban lung.diseases False 2 71 0 NA
DB00775 Tirofiban bacterial.infections False 2 26 0 3.87621333875
DB00775 Tirofiban diabetes.mellitus.type.1 False 2 82 0 3.56979779338
DB00775 Tirofiban arthritis.rheumatoid False 2 42 0 12.8401577646
DB00775 Tirofiban liver.cirrhosis.biliary False 2 23 0 NA
DB00775 Tirofiban coronary.artery.disease False 2 31 0 3.3967047937
DB00775 Tirofiban leukemia.lymphoid False 2 66 0 NA
DB00775 Tirofiban arterial.occlusive.diseases False 2 44 0 4.07246825802
DB00775 Tirofiban heart.diseases False 2 167 0 NA
DB00678 Losartan bone.diseases.metabolic False 1 27 0 NA
DB00678 Losartan colorectal.neoplasms False 1 42 0 NA
DB00678 Losartan eye.diseases False 1 231 0 NA
DB00678 Losartan collagen.diseases False 1 25 0 3.34054824318
DB00678 Losartan leukemia.myeloid.acute False 1 43 0 9.98479523901
DB00678 Losartan kidney.diseases True 1 144 1 66.388602963
DB00678 Losartan epilepsy False 1 25 0 6.82399280985
DB00678 Losartan joint.diseases False 1 79 0 3.72568279576
DB00678 Losartan vascular.diseases False 1 181 0 3.89223269239
DB00678 Losartan neuroendocrine.tumors False 1 24 0 1.59255358794
DB00678 Losartan parkinsonian.disorders False 1 31 0 6.01193948939
DB00678 Losartan hypopigmentation False 1 22 0 NA
DB00678 Losartan intestinal.neoplasms False 1 42 0 NA
DB00678 Losartan thyroid.diseases False 1 30 0 NA
DB00678 Losartan diabetes.mellitus False 1 162 0 9.4515653884
DB00678 Losartan dementia False 1 42 0 7.43630679005
DB00678 Losartan mycobacterium.infections False 1 22 0 NA
DB00678 Losartan arrhythmias.cardiac False 1 30 0 14.1074182557
DB00678 Losartan prostatic.neoplasms False 1 61 0 6.77393642735
DB00678 Losartan head.and.neck.neoplasms False 1 35 0 7.08381769431
DB00678 Losartan inflammatory.bowel.diseases False 1 119 0 1.60210097677
DB00678 Losartan gastrointestinal.neoplasms False 1 72 0 3.59964068373
DB00678 Losartan asthma False 1 36 0 10.4578513216
DB00678 Losartan alzheimer.disease False 1 29 0 5.31509082595
DB00678 Losartan metabolism.inborn.errors False 1 289 1 NA
DB00678 Losartan macular.degeneration False 1 44 0 NA
DB00678 Losartan breast.neoplasms False 1 40 0 6.77393642735
DB00678 Losartan hypersensitivity False 1 45 0 8.58348899625
DB00678 Losartan adenocarcinoma False 1 32 0 14.6100450784
DB00678 Losartan bone.diseases False 1 144 0 4.2194272405
DB00678 Losartan insulin.resistance False 1 26 0 4.08297811254
DB00678 Losartan motor.neuron.disease False 1 31 0 NA
DB00678 Losartan crohn.disease False 1 71 0 4.05590654253
DB00678 Losartan endocrine.system.diseases False 1 291 0 2.13429231404
DB00678 Losartan keratosis False 1 21 0 NA
DB00678 Losartan psoriasis False 1 54 0 5.28292245112
DB00678 Losartan varicose.veins False 1 20 0 NA
DB00678 Losartan spinal.cord.diseases False 1 59 0 NA
DB00678 Losartan neoplasms False 1 482 0 14.6100450784
DB00678 Losartan rheumatic.diseases False 1 59 0 3.34054824318
DB00678 Losartan pancreatic.diseases False 1 24 0 NA
DB00678 Losartan myocardial.ischemia False 1 43 0 7.14542392183
DB00678 Losartan autoimmune.diseases False 1 243 0 3.52052577166
DB00678 Losartan kidney.neoplasms False 1 20 0 1.91165676027
DB00678 Losartan arthritis False 1 76 0 12.1387146203
DB00678 Losartan leukemia False 1 117 0 9.98479523901
DB00678 Losartan hyperinsulinism False 1 26 0 NA
DB00678 Losartan diabetes.mellitus.type.2 True 1 72 0 66.388602963
DB00678 Losartan arteriosclerosis False 1 38 0 1.34721711262
DB00678 Losartan gastroenteritis False 1 122 0 NA
DB00678 Losartan liver.cirrhosis False 1 24 0 52.6835402211
DB00678 Losartan parkinson.disease False 1 30 0 10.658840927
DB00678 Losartan lupus.erythematosus.systemic False 1 75 0 8.3214636348
DB00678 Losartan anemia.hemolytic False 1 29 0 NA
DB00678 Losartan lymphoma False 1 24 0 5.48990426513
DB00678 Losartan colitis.ulcerative False 1 55 0 6.57914234116
DB00678 Losartan malabsorption.syndromes False 1 34 0 NA
DB00678 Losartan colitis False 1 55 0 1.60210097677
DB00678 Losartan anemia False 1 58 0 2.11769274402
DB00678 Losartan sarcoma False 1 25 0 4.33554829568
DB00678 Losartan multiple.sclerosis False 1 69 0 5.99600441255
DB00678 Losartan coronary.disease False 1 37 0 10.4495676964
DB00678 Losartan lymphoma.non.hodgkin False 1 22 0 5.48990426513
DB00678 Losartan hematologic.diseases False 1 188 0 3.34054824318
DB00678 Losartan skin.diseases False 1 278 0 4.03857037756
DB00678 Losartan blood.coagulation.disorders False 1 40 0 1.10582539696
DB00678 Losartan cardiovascular.diseases False 1 330 0 4.05590654253
DB00678 Losartan amyotrophic.lateral.sclerosis False 1 21 0 NA
DB00678 Losartan cardiomyopathy.dilated False 1 29 0 NA
DB00678 Losartan lung.diseases False 1 71 0 NA
DB00678 Losartan bacterial.infections False 1 26 0 3.87461176999
DB00678 Losartan diabetes.mellitus.type.1 False 1 82 0 3.79797763342
DB00678 Losartan arthritis.rheumatoid False 1 42 0 12.1387146203
DB00678 Losartan liver.cirrhosis.biliary False 1 23 0 NA
DB00678 Losartan coronary.artery.disease False 1 31 0 5.1332203183
DB00678 Losartan leukemia.lymphoid False 1 66 0 NA
DB00678 Losartan arterial.occlusive.diseases False 1 44 0 3.96515573094
DB00678 Losartan heart.diseases False 1 167 0 NA
DB01169 Arsenic.trioxide bone.diseases.metabolic False 7 27 0 NA
DB01169 Arsenic.trioxide colorectal.neoplasms False 7 42 1 NA
DB01169 Arsenic.trioxide eye.diseases False 7 231 0 NA
DB01169 Arsenic.trioxide collagen.diseases False 7 25 0 11.6640468212
DB01169 Arsenic.trioxide leukemia.myeloid.acute True 7 43 0 8.72274164239
DB01169 Arsenic.trioxide kidney.diseases False 7 144 1 14.5736116446
DB01169 Arsenic.trioxide epilepsy False 7 25 0 6.24811919707
DB01169 Arsenic.trioxide joint.diseases False 7 79 0 10.3338839104
DB01169 Arsenic.trioxide vascular.diseases False 7 181 1 2.72778403509
DB01169 Arsenic.trioxide neuroendocrine.tumors False 7 24 0 0.661222543863
DB01169 Arsenic.trioxide parkinsonian.disorders False 7 31 0 2.61231426222
DB01169 Arsenic.trioxide hypopigmentation False 7 22 0 NA
DB01169 Arsenic.trioxide intestinal.neoplasms False 7 42 1 NA
DB01169 Arsenic.trioxide thyroid.diseases False 7 30 0 NA
DB01169 Arsenic.trioxide diabetes.mellitus False 7 162 0 8.91165322862
DB01169 Arsenic.trioxide dementia False 7 42 0 5.78666190683
DB01169 Arsenic.trioxide mycobacterium.infections False 7 22 0 NA
DB01169 Arsenic.trioxide arrhythmias.cardiac False 7 30 0 19.1578930861
DB01169 Arsenic.trioxide prostatic.neoplasms False 7 61 0 25.5562674852
DB01169 Arsenic.trioxide head.and.neck.neoplasms False 7 35 1 5.46603731921
DB01169 Arsenic.trioxide inflammatory.bowel.diseases False 7 119 0 13.1720155475
DB01169 Arsenic.trioxide gastrointestinal.neoplasms False 7 72 1 8.72274164239
DB01169 Arsenic.trioxide asthma False 7 36 0 11.6640468212
DB01169 Arsenic.trioxide alzheimer.disease False 7 29 0 1.50892227711
DB01169 Arsenic.trioxide metabolism.inborn.errors False 7 289 0 NA
DB01169 Arsenic.trioxide macular.degeneration False 7 44 0 NA
DB01169 Arsenic.trioxide breast.neoplasms False 7 40 2 18.0335801909
DB01169 Arsenic.trioxide hypersensitivity False 7 45 0 11.6640468212
DB01169 Arsenic.trioxide adenocarcinoma False 7 32 1 2.62517280215
DB01169 Arsenic.trioxide bone.diseases False 7 144 1 5.37652840003
DB01169 Arsenic.trioxide insulin.resistance False 7 26 0 5.12540997482
DB01169 Arsenic.trioxide motor.neuron.disease False 7 31 0 NA
DB01169 Arsenic.trioxide crohn.disease False 7 71 0 13.1720155475
DB01169 Arsenic.trioxide endocrine.system.diseases False 7 291 2 14.5283220658
DB01169 Arsenic.trioxide keratosis False 7 21 0 NA
DB01169 Arsenic.trioxide psoriasis False 7 54 0 10.6847303699
DB01169 Arsenic.trioxide varicose.veins False 7 20 0 NA
DB01169 Arsenic.trioxide spinal.cord.diseases False 7 59 0 NA
DB01169 Arsenic.trioxide neoplasms False 7 482 2 9.11731225821
DB01169 Arsenic.trioxide rheumatic.diseases False 7 59 0 11.6640468212
DB01169 Arsenic.trioxide pancreatic.diseases False 7 24 0 NA
DB01169 Arsenic.trioxide myocardial.ischemia False 7 43 0 3.34829425655
DB01169 Arsenic.trioxide autoimmune.diseases False 7 243 1 11.6640468212
DB01169 Arsenic.trioxide kidney.neoplasms False 7 20 1 5.46603731921
DB01169 Arsenic.trioxide arthritis False 7 76 0 13.1720155475
DB01169 Arsenic.trioxide leukemia True 7 117 0 10.1602075416
DB01169 Arsenic.trioxide hyperinsulinism False 7 26 0 NA
DB01169 Arsenic.trioxide diabetes.mellitus.type.2 False 7 72 0 14.5736116446
DB01169 Arsenic.trioxide arteriosclerosis False 7 38 0 0.956226571516
DB01169 Arsenic.trioxide gastroenteritis False 7 122 0 NA
DB01169 Arsenic.trioxide liver.cirrhosis False 7 24 0 39.7049718001
DB01169 Arsenic.trioxide parkinson.disease False 7 30 0 4.61001891836
DB01169 Arsenic.trioxide lupus.erythematosus.systemic False 7 75 0 11.6640468212
DB01169 Arsenic.trioxide anemia.hemolytic False 7 29 0 NA
DB01169 Arsenic.trioxide lymphoma False 7 24 1 11.6640468212
DB01169 Arsenic.trioxide colitis.ulcerative False 7 55 0 13.1720155475
DB01169 Arsenic.trioxide malabsorption.syndromes False 7 34 0 NA
DB01169 Arsenic.trioxide colitis False 7 55 0 13.1720155475
DB01169 Arsenic.trioxide anemia False 7 58 0 1.67357881402
DB01169 Arsenic.trioxide sarcoma False 7 25 0 8.72274164239
DB01169 Arsenic.trioxide multiple.sclerosis False 7 69 1 11.6640468212
DB01169 Arsenic.trioxide coronary.disease False 7 37 0 10.6473551122
DB01169 Arsenic.trioxide lymphoma.non.hodgkin False 7 22 1 11.6640468212
DB01169 Arsenic.trioxide hematologic.diseases False 7 188 1 11.6640468212
DB01169 Arsenic.trioxide skin.diseases False 7 278 2 11.6640468212
DB01169 Arsenic.trioxide blood.coagulation.disorders False 7 40 0 1.13826069184
DB01169 Arsenic.trioxide cardiovascular.diseases False 7 330 1 5.41287462753
DB01169 Arsenic.trioxide amyotrophic.lateral.sclerosis False 7 21 0 NA
DB01169 Arsenic.trioxide cardiomyopathy.dilated False 7 29 0 NA
DB01169 Arsenic.trioxide lung.diseases False 7 71 0 NA
DB01169 Arsenic.trioxide bacterial.infections False 7 26 0 10.3042944701
DB01169 Arsenic.trioxide diabetes.mellitus.type.1 False 7 82 0 8.91165322862
DB01169 Arsenic.trioxide arthritis.rheumatoid False 7 42 0 13.1720155475
DB01169 Arsenic.trioxide liver.cirrhosis.biliary False 7 23 0 NA
DB01169 Arsenic.trioxide coronary.artery.disease False 7 31 0 10.6473551122
DB01169 Arsenic.trioxide leukemia.lymphoid False 7 66 0 NA
DB01169 Arsenic.trioxide arterial.occlusive.diseases False 7 44 0 2.72778403509
DB01169 Arsenic.trioxide heart.diseases False 7 167 0 NA
DB00674 Galantamine bone.diseases.metabolic False 14 27 0 NA
DB00674 Galantamine colorectal.neoplasms False 14 42 0 NA
DB00674 Galantamine eye.diseases False 14 231 0 NA
DB00674 Galantamine collagen.diseases False 14 25 0 0.209535555169
DB00674 Galantamine leukemia.myeloid.acute False 14 43 0 0.122318639327
DB00674 Galantamine kidney.diseases False 14 144 0 0.70863768719
DB00674 Galantamine epilepsy False 14 25 3 75.9428166506
DB00674 Galantamine joint.diseases False 14 79 0 0.0431942023599
DB00674 Galantamine vascular.diseases False 14 181 0 0.209112506176
DB00674 Galantamine neuroendocrine.tumors False 14 24 0 0.0641809432059
DB00674 Galantamine parkinsonian.disorders False 14 31 0 0.168609153584
DB00674 Galantamine hypopigmentation False 14 22 0 NA
DB00674 Galantamine intestinal.neoplasms False 14 42 0 NA
DB00674 Galantamine thyroid.diseases False 14 30 0 NA
DB00674 Galantamine diabetes.mellitus False 14 162 0 0.677551028239
DB00674 Galantamine dementia False 14 42 0 3.76114931237
DB00674 Galantamine mycobacterium.infections False 14 22 0 NA
DB00674 Galantamine arrhythmias.cardiac False 14 30 0 1.12718740935
DB00674 Galantamine prostatic.neoplasms False 14 61 0 0.572217800667
DB00674 Galantamine head.and.neck.neoplasms False 14 35 0 0.252286131026
DB00674 Galantamine inflammatory.bowel.diseases False 14 119 0 0.1858952387
DB00674 Galantamine gastrointestinal.neoplasms False 14 72 0 0.176279528562
DB00674 Galantamine asthma False 14 36 0 0.969078028304
DB00674 Galantamine alzheimer.disease True 14 29 0 3.76114931237
DB00674 Galantamine metabolism.inborn.errors False 14 289 0 NA
DB00674 Galantamine macular.degeneration False 14 44 0 NA
DB00674 Galantamine breast.neoplasms False 14 40 0 1.19642765605
DB00674 Galantamine hypersensitivity False 14 45 0 0.316451498133
DB00674 Galantamine adenocarcinoma False 14 32 0 0.256014006436
DB00674 Galantamine bone.diseases False 14 144 0 0.881604691002
DB00674 Galantamine insulin.resistance False 14 26 0 0.306651586538
DB00674 Galantamine motor.neuron.disease False 14 31 0 NA
DB00674 Galantamine crohn.disease False 14 71 0 1.19642765605
DB00674 Galantamine endocrine.system.diseases False 14 291 0 0.306651586538
DB00674 Galantamine keratosis False 14 21 0 NA
DB00674 Galantamine psoriasis False 14 54 0 2.07538198043
DB00674 Galantamine varicose.veins False 14 20 0 NA
DB00674 Galantamine spinal.cord.diseases False 14 59 0 NA
DB00674 Galantamine neoplasms False 14 482 1 0.485565313792
DB00674 Galantamine rheumatic.diseases False 14 59 0 0.209535555169
DB00674 Galantamine pancreatic.diseases False 14 24 0 NA
DB00674 Galantamine myocardial.ischemia False 14 43 0 0.677899962257
DB00674 Galantamine autoimmune.diseases False 14 243 2 0.201553334494
DB00674 Galantamine kidney.neoplasms False 14 20 0 0.448902226609
DB00674 Galantamine arthritis False 14 76 0 0.483870653562
DB00674 Galantamine leukemia False 14 117 0 1.19642765605
DB00674 Galantamine hyperinsulinism False 14 26 0 NA
DB00674 Galantamine diabetes.mellitus.type.2 False 14 72 0 1.00392970259
DB00674 Galantamine arteriosclerosis False 14 38 0 0.209112506176
DB00674 Galantamine gastroenteritis False 14 122 0 NA
DB00674 Galantamine liver.cirrhosis False 14 24 0 0.467799689146
DB00674 Galantamine parkinson.disease False 14 30 0 48.5645460057
DB00674 Galantamine lupus.erythematosus.systemic False 14 75 0 2.07538198043
DB00674 Galantamine anemia.hemolytic False 14 29 0 NA
DB00674 Galantamine lymphoma False 14 24 0 1.19642765605
DB00674 Galantamine colitis.ulcerative False 14 55 0 3118.26856919
DB00674 Galantamine malabsorption.syndromes False 14 34 0 NA
DB00674 Galantamine colitis False 14 55 0 0.1858952387
DB00674 Galantamine anemia False 14 58 0 0.355687804476
DB00674 Galantamine sarcoma False 14 25 0 0.485565313792
DB00674 Galantamine multiple.sclerosis False 14 69 0 0.260834887594
DB00674 Galantamine coronary.disease False 14 37 0 0.704426389952
DB00674 Galantamine lymphoma.non.hodgkin False 14 22 0 0.543633994678
DB00674 Galantamine hematologic.diseases False 14 188 0 0.209535555169
DB00674 Galantamine skin.diseases False 14 278 0 1.04274018038
DB00674 Galantamine blood.coagulation.disorders False 14 40 0 0.737601350405
DB00674 Galantamine cardiovascular.diseases False 14 330 0 1.00392970259
DB00674 Galantamine amyotrophic.lateral.sclerosis False 14 21 0 NA
DB00674 Galantamine cardiomyopathy.dilated False 14 29 0 NA
DB00674 Galantamine lung.diseases False 14 71 1 NA
DB00674 Galantamine bacterial.infections False 14 26 0 2.68745230954
DB00674 Galantamine diabetes.mellitus.type.1 False 14 82 0 0.677551028239
DB00674 Galantamine arthritis.rheumatoid False 14 42 0 2.07538198043
DB00674 Galantamine liver.cirrhosis.biliary False 14 23 0 NA
DB00674 Galantamine coronary.artery.disease False 14 31 0 1.00392970259
DB00674 Galantamine leukemia.lymphoid False 14 66 0 NA
DB00674 Galantamine arterial.occlusive.diseases False 14 44 0 0.317330544556
DB00674 Galantamine heart.diseases False 14 167 0 NA
DB00675 Tamoxifen bone.diseases.metabolic False 2 27 0 NA
DB00675 Tamoxifen colorectal.neoplasms False 2 42 0 NA
DB00675 Tamoxifen eye.diseases False 2 231 0 NA
DB00675 Tamoxifen collagen.diseases False 2 25 0 1.39409767764
DB00675 Tamoxifen leukemia.myeloid.acute False 2 43 0 6.28557911575
DB00675 Tamoxifen kidney.diseases False 2 144 0 5.79554043843
DB00675 Tamoxifen epilepsy False 2 25 0 13.2020403527
DB00675 Tamoxifen joint.diseases False 2 79 0 2.52348382925
DB00675 Tamoxifen vascular.diseases False 2 181 0 2.24072135595
DB00675 Tamoxifen neuroendocrine.tumors False 2 24 0 1.58966687304
DB00675 Tamoxifen parkinsonian.disorders False 2 31 0 4.67768006861
DB00675 Tamoxifen hypopigmentation False 2 22 0 NA
DB00675 Tamoxifen intestinal.neoplasms False 2 42 0 NA
DB00675 Tamoxifen thyroid.diseases False 2 30 0 NA
DB00675 Tamoxifen diabetes.mellitus False 2 162 0 23.055266657
DB00675 Tamoxifen dementia False 2 42 0 4.23826614687
DB00675 Tamoxifen mycobacterium.infections False 2 22 0 NA
DB00675 Tamoxifen arrhythmias.cardiac False 2 30 0 14.5991541741
DB00675 Tamoxifen prostatic.neoplasms False 2 61 0 69.5540571798
DB00675 Tamoxifen head.and.neck.neoplasms False 2 35 0 2.07788807207
DB00675 Tamoxifen inflammatory.bowel.diseases False 2 119 0 2.6450295398
DB00675 Tamoxifen gastrointestinal.neoplasms False 2 72 0 1.95469571791
DB00675 Tamoxifen asthma False 2 36 0 14.3476418109
DB00675 Tamoxifen alzheimer.disease False 2 29 0 4.23826614687
DB00675 Tamoxifen metabolism.inborn.errors False 2 289 0 NA
DB00675 Tamoxifen macular.degeneration False 2 44 0 NA
DB00675 Tamoxifen breast.neoplasms True 2 40 1 69.5540571798
DB00675 Tamoxifen hypersensitivity False 2 45 0 17.9865232352
DB00675 Tamoxifen adenocarcinoma False 2 32 0 5.04266760911
DB00675 Tamoxifen bone.diseases False 2 144 0 2.09651021072
DB00675 Tamoxifen insulin.resistance False 2 26 0 2.94894959131
DB00675 Tamoxifen motor.neuron.disease False 2 31 0 NA
DB00675 Tamoxifen crohn.disease False 2 71 0 7.87055222368
DB00675 Tamoxifen endocrine.system.diseases False 2 291 0 52.498362665
DB00675 Tamoxifen keratosis False 2 21 0 NA
DB00675 Tamoxifen psoriasis False 2 54 0 7.87055222368
DB00675 Tamoxifen varicose.veins False 2 20 0 NA
DB00675 Tamoxifen spinal.cord.diseases False 2 59 0 NA
DB00675 Tamoxifen neoplasms False 2 482 1 5.06087036994
DB00675 Tamoxifen rheumatic.diseases False 2 59 0 1.39409767764
DB00675 Tamoxifen pancreatic.diseases False 2 24 0 NA
DB00675 Tamoxifen myocardial.ischemia False 2 43 0 2.77011613664
DB00675 Tamoxifen autoimmune.diseases False 2 243 0 1.39409767764
DB00675 Tamoxifen kidney.neoplasms False 2 20 0 1.63236707975
DB00675 Tamoxifen arthritis False 2 76 0 14.3476418109
DB00675 Tamoxifen leukemia False 2 117 0 7.87055222368
DB00675 Tamoxifen hyperinsulinism False 2 26 0 NA
DB00675 Tamoxifen diabetes.mellitus.type.2 False 2 72 0 23.055266657
DB00675 Tamoxifen arteriosclerosis False 2 38 0 0.840656848405
DB00675 Tamoxifen gastroenteritis False 2 122 0 NA
DB00675 Tamoxifen liver.cirrhosis False 2 24 0 3.55659828783
DB00675 Tamoxifen parkinson.disease False 2 30 0 4.67768006861
DB00675 Tamoxifen lupus.erythematosus.systemic False 2 75 0 4.56071083861
DB00675 Tamoxifen anemia.hemolytic False 2 29 0 NA
DB00675 Tamoxifen lymphoma False 2 24 0 7.87055222368
DB00675 Tamoxifen colitis.ulcerative False 2 55 0 10.475408697
DB00675 Tamoxifen malabsorption.syndromes False 2 34 0 NA
DB00675 Tamoxifen colitis False 2 55 0 2.6450295398
DB00675 Tamoxifen anemia False 2 58 0 2.9224553322
DB00675 Tamoxifen sarcoma False 2 25 0 3.55092620342
DB00675 Tamoxifen multiple.sclerosis False 2 69 0 4.53689682111
DB00675 Tamoxifen coronary.disease False 2 37 0 13.3657569695
DB00675 Tamoxifen lymphoma.non.hodgkin False 2 22 0 4.56206389894
DB00675 Tamoxifen hematologic.diseases False 2 188 0 1.39409767764
DB00675 Tamoxifen skin.diseases False 2 278 1 2.90992879637
DB00675 Tamoxifen blood.coagulation.disorders False 2 40 0 0.328252819247
DB00675 Tamoxifen cardiovascular.diseases False 2 330 1 13.3657569695
DB00675 Tamoxifen amyotrophic.lateral.sclerosis False 2 21 0 NA
DB00675 Tamoxifen cardiomyopathy.dilated False 2 29 0 NA
DB00675 Tamoxifen lung.diseases False 2 71 0 NA
DB00675 Tamoxifen bacterial.infections False 2 26 0 2.01384844461
DB00675 Tamoxifen diabetes.mellitus.type.1 False 2 82 0 23.055266657
DB00675 Tamoxifen arthritis.rheumatoid False 2 42 0 7.87055222368
DB00675 Tamoxifen liver.cirrhosis.biliary False 2 23 0 NA
DB00675 Tamoxifen coronary.artery.disease False 2 31 0 13.3657569695
DB00675 Tamoxifen leukemia.lymphoid False 2 66 0 NA
DB00675 Tamoxifen arterial.occlusive.diseases False 2 44 0 3.2580671138
DB00675 Tamoxifen heart.diseases False 2 167 1 NA
DB00672 Chlorpropamide bone.diseases.metabolic False 1 27 0 NA
DB00672 Chlorpropamide colorectal.neoplasms False 1 42 0 NA
DB00672 Chlorpropamide eye.diseases False 1 231 0 NA
DB00672 Chlorpropamide collagen.diseases False 1 25 0 0.118506134696
DB00672 Chlorpropamide leukemia.myeloid.acute False 1 43 0 2.08349908201
DB00672 Chlorpropamide kidney.diseases False 1 144 0 1.05079904843
DB00672 Chlorpropamide epilepsy False 1 25 0 2.02033904406
DB00672 Chlorpropamide joint.diseases False 1 79 0 1.10426912674
DB00672 Chlorpropamide vascular.diseases False 1 181 0 0.490728130796
DB00672 Chlorpropamide neuroendocrine.tumors False 1 24 0 0.570375692794
DB00672 Chlorpropamide parkinsonian.disorders False 1 31 0 0.703741392449
DB00672 Chlorpropamide hypopigmentation False 1 22 0 NA
DB00672 Chlorpropamide intestinal.neoplasms False 1 42 0 NA
DB00672 Chlorpropamide thyroid.diseases False 1 30 0 NA
DB00672 Chlorpropamide diabetes.mellitus True 1 162 1 306.672006626
DB00672 Chlorpropamide dementia False 1 42 0 1.51505291968
DB00672 Chlorpropamide mycobacterium.infections False 1 22 0 NA
DB00672 Chlorpropamide arrhythmias.cardiac False 1 30 0 54.7706993531
DB00672 Chlorpropamide prostatic.neoplasms False 1 61 0 3.91490731788
DB00672 Chlorpropamide head.and.neck.neoplasms False 1 35 0 0.748695119047
DB00672 Chlorpropamide inflammatory.bowel.diseases False 1 119 0 0.565259815922
DB00672 Chlorpropamide gastrointestinal.neoplasms False 1 72 0 1.04763347204
DB00672 Chlorpropamide asthma False 1 36 0 1.5629172586
DB00672 Chlorpropamide alzheimer.disease False 1 29 0 2.59606825795
